CohortMonth,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2010-11,1.0,0.1753846153846154,0.09230769230769231,0.09538461538461539,0.07692307692307693,0.08615384615384615,0.12923076923076923,0.09846153846153846,0.08615384615384615,0.08923076923076922,0.11076923076923077,0.14461538461538462,0.2553846153846154,,,,,,,,,,,
2010-12,1.0,0.09210526315789473,0.05263157894736842,0.09210526315789473,0.11842105263157894,0.06578947368421052,0.05263157894736842,0.09210526315789473,0.05263157894736842,0.02631578947368421,0.09210526315789473,0.19736842105263158,,,,,,,,,,,,
2011-01,1.0,0.16901408450704225,0.2112676056338028,0.19718309859154928,0.2112676056338028,0.15492957746478872,0.15492957746478872,0.1267605633802817,0.11267605633802817,0.2112676056338028,0.2535211267605634,,,,,,,,,,,,,
2011-02,1.0,0.16129032258064516,0.1532258064516129,0.18548387096774194,0.21774193548387097,0.1532258064516129,0.1532258064516129,0.14516129032258066,0.14516129032258066,0.1774193548387097,,,,,,,,,,,,,,
2011-03,1.0,0.18435754189944134,0.21787709497206703,0.2011173184357542,0.22346368715083798,0.15083798882681565,0.20670391061452514,0.2011173184357542,0.24022346368715083,,,,,,,,,,,,,,,
2011-04,1.0,0.25471698113207547,0.19811320754716982,0.19811320754716982,0.1792452830188679,0.2358490566037736,0.1792452830188679,0.25471698113207547,,,,,,,,,,,,,,,,
2011-05,1.0,0.23423423423423423,0.24324324324324326,0.16216216216216217,0.21621621621621623,0.2072072072072072,0.26126126126126126,,,,,,,,,,,,,,,,,
2011-06,1.0,0.23148148148148148,0.21296296296296297,0.26851851851851855,0.2037037037037037,0.28703703703703703,,,,,,,,,,,,,,,,,,
2011-07,1.0,0.21568627450980393,0.30392156862745096,0.27450980392156865,0.3431372549019608,,,,,,,,,,,,,,,,,,,
2011-08,1.0,0.27358490566037735,0.3113207547169811,0.2641509433962264,,,,,,,,,,,,,,,,,,,,
2011-09,1.0,0.2698412698412698,0.37566137566137564,,,,,,,,,,,,,,,,,,,,,
2011-10,1.0,0.3212669683257919,,,,,,,,,,,,,,,,,,,,,,
2011-11,1.0,,,,,,,,,,,,,,,,,,,,,,,
