Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,TenureDays,AvgOrderValue,PurchaseFrequencyPerYear,CLV_Approx,UniqueProducts,TotalItemsPurchased,AvgItemsPerOrder,WeekendOrderRatio,PrimaryCountry
12377,315,4,3338.32,2,3,5,235,10,274,834.58,5.3321167883211675,3338.32,129,2105,13.848684210526315,0.0,Switzerland
12378,130,2,5341.99,3,2,5,325,10,432,2670.995,1.6909722222222223,5341.99,281,3228,10.724252491694353,0.0,Switzerland
12379,82,4,1620.22,3,3,4,334,10,452,405.055,3.232300884955752,1620.22,58,815,10.061728395061728,0.0,Belgium
12380,22,11,7751.55,4,5,5,455,14,640,704.6863636363637,6.2777343750000005,7751.55,156,3355,12.111913357400722,0.0,Belgium
12381,5,5,1647.31,5,4,4,544,13,115,329.462,15.880434782608697,1647.31,70,808,9.28735632183908,0.1839080459770115,Norway
12383,185,5,1857.56,3,4,4,344,11,167,371.512,10.93562874251497,1857.5600000000002,84,1532,15.474747474747474,0.0,Belgium
12384,29,2,497.27000000000004,4,2,2,422,8,92,248.63500000000002,7.940217391304349,497.27000000000004,26,126,4.666666666666667,0.0,Switzerland
12385,379,1,1938.4,2,1,4,214,7,1,1938.4,365.25,1938.3999999999999,65,612,9.415384615384616,0.0,Belgium
12386,338,2,660.8000000000001,2,2,3,223,7,29,330.40000000000003,25.189655172413794,660.8000000000001,10,568,31.555555555555557,0.0,Australia
12387,415,1,143.94,1,1,1,111,3,1,143.94,365.25,143.94,9,134,14.88888888888889,0.0,Australia
12388,16,8,3901.11,5,4,5,545,14,566,487.63875,5.162544169611308,3901.1100000000006,83,2001,13.705479452054794,0.1506849315068493,Australia
12389,403,3,1433.33,2,3,4,234,9,253,477.77666666666664,4.3310276679841895,1433.33,41,614,12.53061224489796,0.0,Australia
12390,80,1,549.84,3,1,2,312,6,1,549.84,365.25,549.84,32,353,11.03125,0.0,Belgium
12391,22,6,2617.72,4,4,4,444,12,641,436.28666666666663,3.4188767550702024,2617.72,241,1220,4.341637010676156,0.0,Cyprus
12392,591,1,234.75000000000003,1,1,1,111,3,1,234.75000000000003,365.25,234.75000000000003,7,73,10.428571428571429,0.0,Australia
12393,72,6,2399.45,3,4,4,344,11,356,399.9083333333333,6.155898876404494,2399.45,63,1311,12.25233644859813,0.0,Australia
12394,64,2,1173.92,3,2,3,323,8,153,586.96,4.7745098039215685,1173.92,26,707,26.185185185185187,0.0,Belgium
12395,19,15,5045.32,5,5,5,555,15,583,336.3546666666667,9.397512864493997,5045.320000000001,145,3733,14.696850393700787,0.05905511811023622,Belgium
12396,674,1,931.4300000000001,1,1,3,113,5,1,931.4300000000001,365.25,931.43,65,591,9.092307692307692,0.0,RSA
12397,36,2,2409.9,4,2,4,424,10,99,1204.95,7.378787878787878,2409.9,110,1263,10.023809523809524,0.0,Belgium
12398,46,1,1525.6599999999999,4,1,4,414,9,1,1525.6599999999999,365.25,1525.6599999999999,85,1394,16.4,0.0,Switzerland
12399,119,7,1963.5,3,4,4,344,11,525,280.5,4.87,1963.5,67,2198,19.98181818181818,0.0,Belgium
12400,414,1,205.25,1,1,1,111,3,1,205.25,365.25,205.25,11,91,8.272727272727273,0.0,Australia
12401,303,1,84.3,2,1,1,211,4,1,84.3,365.25,84.3,5,11,2.2,0.0,Belgium
12402,323,6,1256.9,2,4,4,244,10,347,209.48333333333335,6.315561959654178,1256.9,43,584,8.342857142857143,0.4,Belgium
12403,50,2,1019.36,4,2,3,423,9,471,509.68,1.5509554140127388,1019.36,5,260,28.88888888888889,0.0,Denmark
12404,682,1,18.0,1,1,1,111,3,1,18.0,365.25,18.0,1,1,1.0,0.0,Finland
12405,149,1,1534.39,3,1,4,314,8,1,1534.39,365.25,1534.39,54,857,15.87037037037037,0.0,Finland
12406,22,5,6390.36,4,4,5,445,13,675,1278.072,2.7055555555555553,6390.359999999999,114,3416,20.57831325301205,0.0,Denmark
12407,50,5,1686.76,4,4,4,444,12,214,337.352,8.533878504672899,1686.7600000000002,57,1344,17.454545454545453,0.19480519480519481,Belgium
12408,33,8,4276.33,4,4,5,445,13,465,534.54125,6.283870967741936,4276.33,104,2229,14.018867924528301,0.0,Belgium
12409,79,7,23364.67,3,4,5,345,12,486,3337.81,5.260802469135803,23364.670000000002,177,13103,49.63257575757576,0.32954545454545453,Switzerland
12410,309,3,881.71,2,3,3,233,8,193,293.90333333333336,5.677461139896373,881.71,36,341,8.525,0.35,Switzerland
12411,410,1,346.9,2,1,2,212,5,1,346.9,365.25,346.9,22,138,6.2727272727272725,0.0,Australia
12412,75,6,2597.17,3,4,4,344,11,464,432.8616666666667,4.723060344827586,2597.17,82,1997,15.724409448818898,0.0,Denmark
12413,67,4,967.5,3,3,3,333,9,335,241.875,4.361194029850746,967.5000000000001,41,319,6.254901960784314,0.0784313725490196,France
12414,217,6,640.41,2,4,3,243,9,246,106.735,8.908536585365853,640.41,21,495,17.678571428571427,0.0,Austria
12415,24,28,133286.62,4,5,5,455,14,503,4760.236428571428,20.332007952286283,133286.62,498,79443,85.79157667386609,0.0,Australia
12416,657,1,202.56,1,1,1,111,3,1,202.56,365.25,202.55999999999997,11,132,12.0,1.0,Australia
12417,3,20,6738.16,5,5,5,555,15,730,336.908,10.006849315068493,6738.16,270,2890,7.8108108108108105,0.11081081081081082,Belgium
12418,113,4,2021.2,3,3,4,334,10,517,505.3,2.8259187620889747,2021.2000000000003,90,1088,10.666666666666666,0.0,Switzerland
12419,386,2,463.01,2,2,2,222,6,27,231.505,27.055555555555557,463.01,23,231,9.24,0.0,Spain
12420,64,1,607.11,3,1,3,313,7,1,607.11,365.25,607.11,29,345,11.89655172413793,0.0,Cyprus
12421,16,6,1018.6,5,4,3,543,12,489,169.76666666666668,4.4815950920245395,1018.6,44,652,10.03076923076923,0.2153846153846154,Spain
12422,96,17,3926.87,3,5,5,355,13,625,230.99235294117648,9.934800000000001,3926.8700000000003,137,2508,14.581395348837209,0.12209302325581395,Switzerland
12423,1,10,2622.39,5,5,4,554,14,465,262.239,7.854838709677419,2622.39,128,1793,10.866666666666667,0.0,Belgium
12424,163,4,3340.0299999999997,3,3,5,335,11,385,835.0074999999999,3.794805194805195,3340.03,78,2025,22.01086956521739,0.0,Australia
12425,78,2,1742.6100000000001,3,2,4,324,9,370,871.3050000000001,1.9743243243243243,1742.6100000000004,87,1147,12.604395604395604,0.0,Portugal
12426,195,2,1347.46,2,2,4,224,8,468,673.73,1.5608974358974361,1347.4600000000003,73,584,7.584415584415584,0.38961038961038963,Germany
12427,22,3,1110.82,4,3,3,433,10,349,370.2733333333333,3.1396848137535818,1110.82,26,524,12.78048780487805,0.0,Germany
12428,26,9,6894.62,4,5,5,455,14,257,766.0688888888889,12.790856031128406,6894.620000000001,258,3536,12.02721088435374,0.034013605442176874,Finland
12429,9,8,7465.91,5,4,5,545,14,537,933.23875,5.4413407821229045,7465.909999999999,124,3344,19.329479768786126,0.0,Denmark
12430,43,1,234.4,4,1,1,411,6,1,234.4,365.25,234.4,11,117,10.636363636363637,0.0,Norway
12431,36,27,10486.93,4,5,5,455,14,658,388.4048148148148,14.987462006079028,10486.93,244,4493,11.093827160493827,0.07407407407407407,Australia
12432,43,5,4215.52,4,4,5,445,13,129,843.104,14.156976744186046,4215.52,107,1801,16.675925925925927,0.0,Norway
12433,1,10,20621.38,5,5,5,555,15,476,2062.138,7.673319327731092,20621.38,285,17036,24.13031161473088,0.0,Norway
12434,85,3,1103.43,3,3,3,333,9,296,367.81,3.7018581081081083,1103.43,62,532,7.6,0.0,Australia
12435,80,6,13295.53,3,4,5,345,12,657,2215.9216666666666,3.335616438356164,13295.529999999999,88,4638,41.410714285714285,0.0,Denmark
12436,100,1,465.01,3,1,2,312,6,1,465.01,365.25,465.01,16,211,13.1875,0.0,Norway
12437,2,39,12683.4,5,5,5,555,15,735,325.2153846153846,19.38061224489796,12683.4,273,8000,14.209591474245116,0.046181172291296625,France
12438,14,2,2671.09,5,2,4,524,11,125,1335.545,5.844,2671.09,84,1180,12.040816326530612,0.0,Norway
12439,683,2,1158.18,1,2,3,123,6,43,579.09,16.988372093023255,1158.18,69,484,6.722222222222222,0.0,Cyprus
12440,462,2,793.2,1,2,3,123,6,255,396.6,2.864705882352941,793.2,21,331,10.34375,0.0,Austria
12441,367,1,347.1,2,1,2,212,5,1,347.1,365.25,347.1,11,242,11.0,0.0,France
12442,3,1,162.06,5,1,1,511,7,1,162.06,365.25,162.06,12,182,15.166666666666666,0.0,Spain
12443,732,1,419.31,1,1,2,112,4,1,419.31,365.25,419.31,21,182,8.666666666666666,0.0,Norway
12444,21,5,4457.76,4,4,5,445,13,149,891.552,12.256711409395972,4457.76,138,1153,6.551136363636363,0.0,Norway
12445,22,2,414.98,4,2,2,422,8,398,207.49,1.835427135678392,414.98,24,206,8.583333333333334,0.0,Spain
12446,58,1,1002.3100000000001,4,1,3,413,8,1,1002.3100000000001,365.25,1002.3100000000001,57,351,6.157894736842105,0.0,RSA
12447,243,1,476.49,2,1,2,212,5,1,476.49,365.25,476.49,26,190,7.3076923076923075,1.0,Belgium
12448,44,1,372.45,4,1,2,412,7,1,372.45,365.25,372.45,22,243,11.045454545454545,0.0,Spain
12449,22,6,4836.13,4,4,5,445,13,416,806.0216666666666,5.268028846153846,4836.13,125,2282,11.35323383084577,0.23880597014925373,Belgium
12450,156,5,688.2,3,4,3,343,10,318,137.64000000000001,5.742924528301887,688.2000000000002,31,442,11.945945945945946,0.4594594594594595,Spain
12451,11,8,12653.98,5,4,5,545,14,518,1581.7475,5.640926640926641,12653.98,352,9359,18.315068493150687,0.0,Switzerland
12452,17,2,386.57000000000005,5,2,2,522,9,1,193.28500000000003,730.5,386.57,21,185,8.409090909090908,0.0,Switzerland
12453,134,1,707.09,3,1,3,313,7,1,707.09,365.25,707.09,43,473,11.0,0.0,Austria
12454,56,5,12040.04,4,4,5,445,13,364,2408.0080000000003,5.017170329670329,12040.04,24,4831,120.775,0.0,Spain
12455,73,10,5747.65,3,5,5,355,13,648,574.765,5.6365740740740735,5747.65,199,3214,14.158590308370044,0.0,Cyprus
12456,44,3,2851.04,4,3,4,434,11,210,950.3466666666667,5.217857142857143,2851.04,105,1633,13.064,0.36,Switzerland
12457,66,8,2753.91,3,4,4,344,11,368,344.23875,7.940217391304349,2753.91,63,1094,13.023809523809524,0.0,Switzerland
12458,71,4,1628.49,3,3,4,334,10,416,407.1225,3.5120192307692304,1628.4899999999998,71,986,11.738095238095237,0.0,Switzerland
12459,605,1,434.36,1,1,2,112,4,1,434.36,365.25,434.35999999999996,23,258,11.217391304347826,0.0,Spain
12460,456,1,326.65,1,1,2,112,4,1,326.65,365.25,326.65,18,170,9.444444444444445,0.0,Belgium
12461,94,2,716.88,3,2,3,323,8,60,358.44,12.175,716.88,35,287,8.2,0.0,Switzerland
12462,19,2,1099.59,5,2,3,523,10,284,549.795,2.572183098591549,1099.59,51,536,8.64516129032258,0.0,Spain
12463,53,4,1344.78,4,3,4,434,11,188,336.195,7.7712765957446805,1344.78,65,776,9.349397590361447,0.0,Belgium
12464,10,8,1212.05,5,4,4,544,13,299,151.50625,9.77257525083612,1212.05,6,112,3.8620689655172415,0.0,Belgium
12465,17,2,742.19,5,2,3,523,10,152,371.095,4.805921052631579,742.19,46,479,10.191489361702128,0.0,Belgium
12466,682,1,18.0,1,1,1,111,3,1,18.0,365.25,18.0,1,1,1.0,0.0,France
12467,423,1,132.8,1,1,1,111,3,1,132.8,365.25,132.8,9,129,14.333333333333334,0.0,USA
12468,188,5,3670.7400000000002,3,4,5,345,12,495,734.148,3.689393939393939,3670.74,127,2201,14.673333333333334,0.17333333333333334,Germany
12469,523,2,2909.66,1,2,5,125,8,14,1454.83,52.17857142857143,2909.66,76,2208,29.05263157894737,0.0,Thailand
12470,690,1,211.95,1,1,1,111,3,1,211.95,365.25,211.95000000000002,23,95,4.130434782608695,0.0,Unspecified
12471,2,79,39460.7,5,5,5,555,15,730,499.5025316455696,39.527054794520545,39460.7,255,16882,14.847845206684257,0.03869832893579595,Germany
12472,32,19,17872.0,4,5,5,455,14,693,940.6315789473684,10.014069264069265,17872.0,397,11350,12.458836443468716,0.20087815587266739,Germany
12473,29,5,2956.23,4,4,5,445,13,162,591.246,11.273148148148147,2956.2299999999996,140,2439,14.517857142857142,0.0,Germany
12474,17,31,12378.7,5,5,5,555,15,649,399.31290322580645,17.446456086286595,12378.7,369,7954,11.20281690140845,0.059154929577464786,Germany
12475,54,2,1164.64,4,2,3,423,9,356,582.32,2.0519662921348316,1164.64,54,771,12.639344262295081,0.0,Germany
12476,16,23,14097.66,5,5,5,555,15,486,612.9417391304348,17.285493827160494,14097.66,358,5645,10.939922480620154,0.06782945736434108,Germany
12477,23,9,20277.57,4,5,5,455,14,600,2253.0633333333335,5.478750000000001,20277.570000000003,295,6119,10.849290780141844,0.0,Germany
12478,4,1,599.99,5,1,2,512,8,1,599.99,365.25,599.99,36,236,6.555555555555555,0.0,Greece
12479,11,1,527.2,5,1,2,512,8,1,527.2,365.25,527.2,31,385,12.419354838709678,0.0,Germany
12480,28,7,5361.1,4,4,5,445,13,479,765.8714285714286,5.337682672233821,5361.1,177,2852,11.785123966942148,0.0,Germany
12481,23,15,12073.39,4,5,5,455,14,584,804.8926666666666,9.381421232876713,12073.39,248,7253,18.54987212276215,0.1969309462915601,Germany
12482,576,29,20915.48,1,5,5,155,11,77,721.2234482758621,137.5616883116883,20915.48,42,20578,100.87254901960785,0.24509803921568626,Sweden
12483,17,19,4614.58,5,5,5,555,15,660,242.87263157894736,10.514772727272728,4614.58,68,2172,15.62589928057554,0.16546762589928057,Sweden
12484,33,12,6095.15,4,5,5,455,14,648,507.9291666666666,6.763888888888888,6095.149999999999,329,3271,6.886315789473684,0.2694736842105263,Spain
12485,529,1,708.1,1,1,3,113,5,1,708.1,365.25,708.1,34,414,12.176470588235293,0.0,Sweden
12486,432,1,971.28,1,1,3,113,5,1,971.28,365.25,971.2800000000001,49,523,10.673469387755102,0.0,Sweden
12487,731,1,285.3,1,1,2,112,4,1,285.3,365.25,285.3,2,174,87.0,0.0,Sweden
12488,10,3,1298.66,5,3,4,534,12,65,432.8866666666667,16.857692307692307,1298.66,46,529,9.618181818181819,0.38181818181818183,France
12489,336,1,334.93,2,1,2,212,5,1,334.93,365.25,334.93,15,105,7.0,0.0,France
12490,5,21,9782.24,5,5,5,555,15,733,465.82095238095235,10.46418826739427,9782.24,195,5866,12.696969696969697,0.19696969696969696,France
12491,39,1,460.40000000000003,4,1,2,412,7,1,460.40000000000003,365.25,460.40000000000003,25,260,10.0,0.0,France
12492,63,3,715.21,3,3,3,333,9,340,238.40333333333334,3.222794117647059,715.21,38,444,10.571428571428571,0.0,Germany
12493,166,2,433.74,3,2,2,322,7,31,216.87,23.564516129032256,433.73999999999995,20,207,9.409090909090908,0.0,France
12494,16,9,1872.8700000000001,5,5,4,554,14,560,208.0966666666667,5.870089285714286,1872.8700000000001,83,988,8.9009009009009,0.23423423423423423,France
12495,641,1,313.4,1,1,2,112,4,1,313.4,365.25,313.4,17,130,7.647058823529412,0.0,Sweden
12496,620,2,54.09,1,2,1,121,4,1,27.045,730.5,54.09,10,33,2.5384615384615383,0.0,Spain
12497,82,3,5839.62,3,3,5,335,11,563,1946.54,1.9462699822380105,5839.62,41,5117,89.7719298245614,0.0,Germany
12498,21,3,403.70000000000005,4,3,2,432,9,36,134.5666666666667,30.4375,403.7000000000001,21,159,6.913043478260869,0.0,Germany
12499,560,1,393.72,1,1,2,112,4,1,393.72,365.25,393.72,27,302,11.185185185185185,0.0,Germany
12500,23,19,5857.98,4,5,5,455,14,650,308.3147368421052,10.676538461538462,5857.98,88,3289,22.527397260273972,0.06164383561643835,Germany
12501,337,1,2169.39,2,1,4,214,7,1,2169.39,365.25,2169.39,149,1783,11.966442953020135,0.0,Germany
12502,96,5,3462.92,3,4,5,345,12,214,692.5840000000001,8.533878504672899,3462.9200000000005,102,820,5.578231292517007,0.0,Spain
12503,584,1,338.0,1,1,2,112,4,1,338.0,365.25,338.0,2,201,100.5,0.0,Spain
12504,18,4,779.05,5,3,3,533,11,578,194.7625,2.527681660899654,779.05,11,458,22.9,0.0,Germany
12505,409,1,895.2,2,1,3,213,6,1,895.2,365.25,895.1999999999999,42,324,7.714285714285714,0.0,Italy
12506,233,1,73.5,2,1,1,211,4,1,73.5,365.25,73.5,23,23,1.0,0.0,France
12507,134,4,1724.06,3,3,4,334,10,450,431.015,3.2466666666666666,1724.0600000000002,46,1256,25.632653061224488,0.0,Spain
12508,26,2,398.27,4,2,2,422,8,2,199.135,365.25,398.27,57,272,3.9420289855072466,0.2463768115942029,France
12509,284,1,176.5,2,1,1,211,4,1,176.5,365.25,176.5,7,55,7.857142857142857,0.0,France
12510,143,9,3580.71,3,5,5,355,13,592,397.8566666666667,5.552787162162162,3580.7100000000005,94,2049,14.13103448275862,0.0,Spain
12511,429,1,3083.75,1,1,5,115,7,1,3083.75,365.25,3083.75,190,1753,9.226315789473684,0.0,Greece
12512,66,2,138.03,3,2,1,321,6,1,69.015,730.5,138.03,31,99,2.911764705882353,0.0,Israel
12513,113,1,612.29,3,1,3,313,7,1,612.29,365.25,612.29,35,462,13.2,0.0,France
12514,267,2,1597.76,2,2,4,224,8,374,798.88,1.9532085561497328,1597.76,76,840,10.0,0.0,Italy
12515,353,1,332.7,2,1,2,212,5,1,332.7,365.25,332.7,16,131,8.1875,0.0,Italy
12516,78,4,2648.62,3,3,4,334,10,521,662.155,2.8042226487523996,2648.62,49,1952,26.37837837837838,0.17567567567567569,Germany
12517,28,5,2502.84,4,4,4,444,12,161,500.56800000000004,11.343167701863354,2502.84,232,1371,4.827464788732394,0.0,Germany
12518,1,5,2056.89,5,4,4,544,13,109,411.378,16.7545871559633,2056.8899999999994,84,1318,10.629032258064516,0.14516129032258066,Germany
12519,64,2,726.54,3,2,3,323,8,413,363.27,1.768765133171913,726.5400000000001,34,395,9.875,0.0,Germany
12520,79,5,2634.26,3,4,4,344,11,194,526.8520000000001,9.413659793814434,2634.26,121,1439,9.467105263157896,0.0,Germany
12521,143,1,599.68,3,1,2,312,6,1,599.68,365.25,599.68,38,309,8.131578947368421,0.0,Germany
12522,39,2,207.72,4,2,1,421,7,12,103.86,60.875,207.72,11,194,16.166666666666668,0.0,Germany
12523,19,23,4365.15,5,5,5,555,15,712,189.7891304347826,11.798806179775282,4365.15,176,2275,9.1,0.116,France
12524,9,17,11010.55,5,5,5,555,15,660,647.6794117647058,9.407954545454546,11010.55,157,6714,27.975,0.1375,Germany
12525,498,3,973.73,1,3,3,133,7,149,324.57666666666665,7.354026845637583,973.7299999999999,56,509,8.483333333333333,0.0,France
12526,1,3,1316.66,5,3,4,534,12,93,438.8866666666667,11.78225806451613,1316.6600000000003,64,632,8.901408450704226,0.0,Germany
12527,82,5,735.51,3,4,3,343,10,447,147.102,4.085570469798658,735.5100000000001,26,526,16.4375,0.0,Germany
12528,9,6,1933.48,5,4,4,544,13,303,322.24666666666667,7.232673267326733,1933.48,50,756,8.217391304347826,0.0,Germany
12529,528,1,316.48,1,1,2,112,4,1,316.48,365.25,316.48,21,192,9.142857142857142,0.0,France
12530,60,9,3672.98,3,5,5,355,13,582,408.1088888888889,5.64819587628866,3672.98,94,2625,16.61392405063291,0.10759493670886076,Germany
12531,15,2,1921.25,5,2,4,524,11,671,960.625,1.0886736214605066,1921.2499999999995,126,1119,8.811023622047244,0.0,Germany
12532,30,1,349.83000000000004,4,1,2,412,7,1,349.83000000000004,365.25,349.83000000000004,16,153,9.5625,0.0,France
12533,628,2,1367.89,1,2,4,124,7,110,683.945,6.6409090909090915,1367.89,63,704,9.777777777777779,0.0,Germany
12534,131,1,1088.23,3,1,3,313,7,1,1088.23,365.25,1088.23,63,651,10.333333333333334,0.0,Germany
12535,92,2,716.35,3,2,3,323,8,94,358.175,7.7712765957446805,716.35,28,219,6.4411764705882355,0.0,France
12536,43,3,4315.71,4,3,5,435,12,15,1438.57,73.05,4315.71,260,2803,10.739463601532567,0.0,France
12537,409,1,666.94,2,1,3,213,6,1,666.94,365.25,666.94,43,449,10.44186046511628,0.0,Sweden
12538,29,2,640.45,4,2,3,423,9,349,320.225,2.0931232091690544,640.45,33,336,9.882352941176471,0.0,Spain
12539,22,7,11204.75,4,4,5,445,13,694,1600.6785714285713,3.6840778097982705,11204.749999999998,276,4535,8.998015873015873,0.0,Spain
12540,20,33,21182.54,4,5,5,455,14,712,641.8951515151515,16.92872191011236,21182.539999999997,354,11019,14.29182879377432,0.07133592736705577,Spain
12541,30,3,931.18,4,3,3,433,10,251,310.3933333333333,4.365537848605578,931.1800000000001,46,680,13.076923076923077,0.21153846153846154,Spain
12542,484,2,481.88,1,2,2,122,5,156,240.94,4.6826923076923075,481.87999999999994,39,522,13.384615384615385,0.0,Spain
12543,448,1,930.25,1,1,3,113,5,1,930.25,365.25,930.25,43,688,16.0,0.0,Spain
12544,36,1,352.7,4,1,2,412,7,1,352.7,365.25,352.7,19,136,7.157894736842105,0.0,Spain
12545,75,2,940.39,3,2,3,323,8,184,470.195,3.9701086956521743,940.39,42,523,10.46,0.32,Spain
12546,47,2,1118.22,4,2,3,423,9,31,559.11,23.564516129032256,1118.22,59,633,9.173913043478262,0.0,Spain
12547,198,3,353.58,2,3,2,232,7,302,117.86,3.6283112582781456,353.58000000000004,13,309,14.714285714285714,0.0,Spain
12548,166,1,85.19999999999999,3,1,1,311,5,1,85.19999999999999,365.25,85.19999999999999,5,49,9.8,1.0,Spain
12549,576,6,1483.28,1,4,4,144,9,121,247.21333333333334,18.111570247933884,1483.28,38,1278,26.081632653061224,0.0,USA
12550,79,1,914.83,3,1,3,313,7,1,914.83,365.25,914.83,57,569,9.982456140350877,0.0,Spain
12551,358,1,168.0,2,1,1,211,4,1,168.0,365.25,168.0,10,100,10.0,0.0,Spain
12552,39,2,371.82,4,2,2,422,8,1,185.91,730.5,371.82,20,88,4.4,0.0,Italy
12553,8,12,4584.85,5,5,5,555,15,415,382.0708333333334,10.56144578313253,4584.85,109,2325,9.768907563025211,0.09243697478991597,France
12554,449,1,438.5,1,1,2,112,4,1,438.5,365.25,438.5,26,240,9.23076923076923,0.0,Spain
12555,682,1,18.0,1,1,1,111,3,1,18.0,365.25,18.0,1,1,1.0,0.0,Spain
12556,50,2,603.71,4,2,2,422,8,100,301.855,7.305000000000001,603.71,100,358,2.958677685950413,0.0,Spain
12557,16,8,15175.9,5,4,5,545,14,706,1896.9875,4.138810198300283,15175.899999999998,15,5798,99.96551724137932,0.2413793103448276,Spain
12558,8,1,269.96,5,1,1,511,7,1,269.96,365.25,269.96,11,196,17.818181818181817,0.0,USA
12559,311,2,561.71,2,2,2,222,6,8,280.855,91.3125,561.71,21,283,13.476190476190476,0.0,Germany
12560,5,3,2134.01,5,3,4,534,12,137,711.3366666666667,7.998175182481751,2134.0099999999998,91,1110,10.571428571428571,0.26666666666666666,Germany
12561,303,1,238.85,2,1,1,211,4,1,238.85,365.25,238.85,16,177,11.0625,0.0,Germany
12562,8,9,4966.92,5,5,5,555,15,427,551.88,7.698477751756441,4966.92,113,2327,11.241545893719806,0.0,France
12563,409,1,239.24,2,1,1,211,4,1,239.24,365.25,239.24,13,113,8.692307692307692,0.0,Italy
12564,261,1,456.90000000000003,2,1,2,212,5,1,456.90000000000003,365.25,456.90000000000003,21,133,6.333333333333333,0.0,France
