Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,TenureDays,AvgOrderValue,PurchaseFrequencyPerYear,CLV_Approx,UniqueProducts,TotalItemsPurchased,AvgItemsPerOrder,WeekendOrderRatio,PrimaryCountry,Cluster,Segment,Churned,ChurnProbability
12417,3,20,6738.16,5,5,5,555,15,730,336.908,10.006849315068491,6738.16,270,2890,7.81081081081081,0.1108108108108108,Belgium,0,Champions,0,0.004100013258215489
12418,113,4,2021.2,3,3,4,334,10,517,505.3,2.8259187620889747,2021.2000000000005,90,1088,10.666666666666666,0.0,Switzerland,2,Loyal Customers,0,0.059158248176971275
12419,386,2,463.01,2,2,2,222,6,27,231.505,27.05555555555556,463.01,23,231,9.24,0.0,Spain,3,Lost/Low-Value,1,0.6210615952740356
12420,64,1,607.11,3,1,3,313,7,1,607.11,365.25,607.11,29,345,11.89655172413793,0.0,Cyprus,1,At Risk,0,0.3679458798397814
12421,16,6,1018.6,5,4,3,543,12,489,169.76666666666668,4.48159509202454,1018.6,44,652,10.03076923076923,0.2153846153846154,Spain,2,Loyal Customers,0,0.23744391267199114
12422,96,17,3926.87,3,5,5,355,13,625,230.99235294117648,9.9348,3926.87,137,2508,14.581395348837209,0.1220930232558139,Switzerland,0,Champions,0,0.010164164481179476
12423,1,10,2622.39,5,5,4,554,14,465,262.239,7.854838709677419,2622.39,128,1793,10.866666666666667,0.0,Belgium,2,Loyal Customers,0,0.22832701354534948
12424,163,4,3340.03,3,3,5,335,11,385,835.0074999999999,3.794805194805195,3340.03,78,2025,22.01086956521739,0.0,Australia,2,Loyal Customers,0,0.21133290194498275
12425,78,2,1742.61,3,2,4,324,9,370,871.3050000000001,1.9743243243243245,1742.6100000000004,87,1147,12.604395604395604,0.0,Portugal,2,Loyal Customers,0,0.1406313473663972
12426,195,2,1347.46,2,2,4,224,8,468,673.73,1.560897435897436,1347.4600000000005,73,584,7.584415584415584,0.3896103896103896,Germany,2,Loyal Customers,1,0.4461023034261538
12427,22,3,1110.82,4,3,3,433,10,349,370.2733333333333,3.1396848137535818,1110.82,26,524,12.78048780487805,0.0,Germany,2,Loyal Customers,0,0.3373164701047803
12428,26,9,6894.62,4,5,5,455,14,257,766.0688888888889,12.790856031128406,6894.620000000001,258,3536,12.02721088435374,0.0340136054421768,Finland,0,Champions,0,0.23880325624283305
12429,9,8,7465.91,5,4,5,545,14,537,933.23875,5.4413407821229045,7465.909999999999,124,3344,19.32947976878613,0.0,Denmark,0,Champions,0,0.0527267001951589
12430,43,1,234.4,4,1,1,411,6,1,234.4,365.25,234.4,11,117,10.636363636363637,0.0,Norway,1,At Risk,0,0.6621841761031061
12431,36,27,10486.93,4,5,5,455,14,658,388.4048148148148,14.987462006079028,10486.93,244,4493,11.093827160493827,0.074074074074074,Australia,0,Champions,0,0.002717802039479908
12432,43,5,4215.52,4,4,5,445,13,129,843.104,14.156976744186046,4215.52,107,1801,16.675925925925927,0.0,Norway,2,Loyal Customers,0,0.3645296856871456
12433,1,10,20621.38,5,5,5,555,15,476,2062.138,7.673319327731092,20621.38,285,17036,24.13031161473088,0.0,Norway,0,Champions,0,0.1178316108405792
12434,85,3,1103.43,3,3,3,333,9,296,367.81,3.701858108108108,1103.43,62,532,7.6,0.0,Australia,2,Loyal Customers,0,0.46235043061586084
12435,80,6,13295.53,3,4,5,345,12,657,2215.9216666666666,3.335616438356164,13295.53,88,4638,41.410714285714285,0.0,Denmark,0,Champions,0,0.020912037665159252
12436,100,1,465.01,3,1,2,312,6,1,465.01,365.25,465.01,16,211,13.1875,0.0,Norway,1,At Risk,0,0.6145652983492679
12437,2,39,12683.4,5,5,5,555,15,735,325.2153846153846,19.38061224489796,12683.4,273,8000,14.209591474245116,0.0461811722912966,France,0,Champions,0,0.002736774188402176
12438,14,2,2671.09,5,2,4,524,11,125,1335.545,5.844,2671.09,84,1180,12.040816326530612,0.0,Norway,2,Loyal Customers,0,0.45624767300290936
12439,683,2,1158.18,1,2,3,123,6,43,579.09,16.988372093023255,1158.18,69,484,6.722222222222222,0.0,Cyprus,3,Lost/Low-Value,1,0.37557443880053065
12440,462,2,793.2,1,2,3,123,6,255,396.6,2.864705882352941,793.2,21,331,10.34375,0.0,Austria,3,Lost/Low-Value,1,0.5361775760989077
12441,367,1,347.1,2,1,2,212,5,1,347.1,365.25,347.1,11,242,11.0,0.0,France,3,Lost/Low-Value,1,0.6398652583738529
12442,3,1,162.06,5,1,1,511,7,1,162.06,365.25,162.06,12,182,15.166666666666666,0.0,Spain,1,At Risk,0,0.5757868369411738
12443,732,1,419.31,1,1,2,112,4,1,419.31,365.25,419.31,21,182,8.666666666666666,0.0,Norway,3,Lost/Low-Value,1,0.6595765909106481
12444,21,5,4457.76,4,4,5,445,13,149,891.552,12.256711409395972,4457.76,138,1153,6.551136363636363,0.0,Norway,2,Loyal Customers,0,0.34147689606178105
12445,22,2,414.98,4,2,2,422,8,398,207.49,1.835427135678392,414.98,24,206,8.583333333333334,0.0,Spain,1,At Risk,0,0.30616415754328846
12446,58,1,1002.31,4,1,3,413,8,1,1002.31,365.25,1002.31,57,351,6.157894736842105,0.0,RSA,1,At Risk,0,0.5834416808769022
12447,243,1,476.49,2,1,2,212,5,1,476.49,365.25,476.49,26,190,7.3076923076923075,1.0,Belgium,1,At Risk,1,0.6539619217507198
12448,44,1,372.45,4,1,2,412,7,1,372.45,365.25,372.45,22,243,11.045454545454543,0.0,Spain,1,At Risk,0,0.6124265404362643
12449,22,6,4836.13,4,4,5,445,13,416,806.0216666666666,5.268028846153846,4836.13,125,2282,11.35323383084577,0.2388059701492537,Belgium,2,Loyal Customers,0,0.24614655687482753
12450,156,5,688.2,3,4,3,343,10,318,137.64,5.742924528301887,688.2000000000002,31,442,11.945945945945946,0.4594594594594595,Spain,2,Loyal Customers,0,0.41729403113786584
12451,11,8,12653.98,5,4,5,545,14,518,1581.7475,5.640926640926641,12653.98,352,9359,18.315068493150687,0.0,Switzerland,0,Champions,0,0.04246966900724816
12452,17,2,386.5700000000001,5,2,2,522,9,1,193.28500000000005,730.5,386.57,21,185,8.409090909090908,0.0,Switzerland,1,At Risk,0,0.6086992667779245
12453,134,1,707.09,3,1,3,313,7,1,707.09,365.25,707.09,43,473,11.0,0.0,Austria,1,At Risk,0,0.37819145999400455
12454,56,5,12040.04,4,4,5,445,13,364,2408.0080000000003,5.017170329670329,12040.04,24,4831,120.775,0.0,Spain,0,Champions,0,0.2848702252578842
12455,73,10,5747.65,3,5,5,355,13,648,574.765,5.6365740740740735,5747.65,199,3214,14.158590308370044,0.0,Cyprus,0,Champions,0,0.0036237350377427624
12456,44,3,2851.04,4,3,4,434,11,210,950.3466666666668,5.217857142857143,2851.04,105,1633,13.064,0.36,Switzerland,2,Loyal Customers,0,0.35073893547732704
12457,66,8,2753.91,3,4,4,344,11,368,344.23875,7.940217391304349,2753.91,63,1094,13.023809523809524,0.0,Switzerland,2,Loyal Customers,0,0.23709620162544173
12458,71,4,1628.49,3,3,4,334,10,416,407.1225,3.5120192307692304,1628.4899999999998,71,986,11.738095238095235,0.0,Switzerland,2,Loyal Customers,0,0.326729954582392
12459,605,1,434.36,1,1,2,112,4,1,434.36,365.25,434.36,23,258,11.217391304347826,0.0,Spain,3,Lost/Low-Value,1,0.6494100397091378
12460,456,1,326.65,1,1,2,112,4,1,326.65,365.25,326.65,18,170,9.444444444444445,0.0,Belgium,3,Lost/Low-Value,1,0.6916333744695173
12461,94,2,716.88,3,2,3,323,8,60,358.44,12.175,716.88,35,287,8.2,0.0,Switzerland,1,At Risk,0,0.49034349057148974
12462,19,2,1099.59,5,2,3,523,10,284,549.795,2.572183098591549,1099.59,51,536,8.64516129032258,0.0,Spain,2,Loyal Customers,0,0.47456635135043973
12463,53,4,1344.78,4,3,4,434,11,188,336.195,7.77127659574468,1344.78,65,776,9.349397590361448,0.0,Belgium,2,Loyal Customers,0,0.4531707366969842
12464,10,8,1212.05,5,4,4,544,13,299,151.50625,9.77257525083612,1212.05,6,112,3.8620689655172415,0.0,Belgium,2,Loyal Customers,0,0.3830667256072358
12465,17,2,742.19,5,2,3,523,10,152,371.095,4.805921052631579,742.19,46,479,10.191489361702128,0.0,Belgium,1,At Risk,0,0.4740601303192662
12466,682,1,18.0,1,1,1,111,3,1,18.0,365.25,18.0,1,1,1.0,0.0,France,3,Lost/Low-Value,1,0.9249190744205387
12467,423,1,132.8,1,1,1,111,3,1,132.8,365.25,132.8,9,129,14.333333333333334,0.0,USA,3,Lost/Low-Value,1,0.6678557433001301
12468,188,5,3670.74,3,4,5,345,12,495,734.148,3.689393939393939,3670.74,127,2201,14.673333333333334,0.1733333333333333,Germany,2,Loyal Customers,1,0.3263317672574369
12469,523,2,2909.66,1,2,5,125,8,14,1454.83,52.17857142857143,2909.66,76,2208,29.05263157894737,0.0,Thailand,3,Lost/Low-Value,1,0.634897292308645
12470,690,1,211.95,1,1,1,111,3,1,211.95,365.25,211.95,23,95,4.130434782608695,0.0,Unspecified,3,Lost/Low-Value,1,0.7980865330216714
12471,2,79,39460.7,5,5,5,555,15,730,499.5025316455696,39.52705479452055,39460.7,255,16882,14.847845206684257,0.0386983289357959,Germany,0,Champions,0,0.002326458501767015
12472,32,19,17872.0,4,5,5,455,14,693,940.6315789473684,10.014069264069263,17872.0,397,11350,12.458836443468716,0.2008781558726673,Germany,0,Champions,0,0.004826755143954892
12473,29,5,2956.23,4,4,5,445,13,162,591.246,11.273148148148149,2956.23,140,2439,14.517857142857142,0.0,Germany,2,Loyal Customers,0,0.2987218583163245
12474,17,31,12378.7,5,5,5,555,15,649,399.3129032258065,17.446456086286595,12378.7,369,7954,11.20281690140845,0.0591549295774647,Germany,0,Champions,0,0.0021135446857274004
12475,54,2,1164.64,4,2,3,423,9,356,582.32,2.051966292134832,1164.64,54,771,12.63934426229508,0.0,Germany,2,Loyal Customers,0,0.2573432846592856
12476,16,23,14097.66,5,5,5,555,15,486,612.9417391304348,17.285493827160494,14097.66,358,5645,10.939922480620154,0.067829457364341,Germany,0,Champions,0,0.09067069716910148
12477,23,9,20277.57,4,5,5,455,14,600,2253.063333333333,5.478750000000001,20277.570000000003,295,6119,10.849290780141844,0.0,Germany,0,Champions,0,0.004995613917339767
12478,4,1,599.99,5,1,2,512,8,1,599.99,365.25,599.99,36,236,6.555555555555555,0.0,Greece,1,At Risk,0,0.4725431994941241
12479,11,1,527.2,5,1,2,512,8,1,527.2,365.25,527.2,31,385,12.419354838709678,0.0,Germany,1,At Risk,0,0.4765507672072256
12480,28,7,5361.1,4,4,5,445,13,479,765.8714285714286,5.337682672233821,5361.1,177,2852,11.785123966942148,0.0,Germany,2,Loyal Customers,0,0.2606554482309942
12481,23,15,12073.39,4,5,5,455,14,584,804.8926666666666,9.381421232876711,12073.39,248,7253,18.54987212276215,0.1969309462915601,Germany,0,Champions,0,0.003823443065727605
12482,576,29,20915.48,1,5,5,155,11,77,721.2234482758621,137.5616883116883,20915.48,42,20578,100.87254901960785,0.2450980392156862,Sweden,0,Champions,1,0.6770091689735522
12483,17,19,4614.58,5,5,5,555,15,660,242.87263157894736,10.514772727272728,4614.58,68,2172,15.62589928057554,0.1654676258992805,Sweden,0,Champions,0,0.018525007285080237
12484,33,12,6095.15,4,5,5,455,14,648,507.9291666666666,6.763888888888888,6095.149999999999,329,3271,6.886315789473684,0.2694736842105263,Spain,0,Champions,0,0.0023508883712790927
12485,529,1,708.1,1,1,3,113,5,1,708.1,365.25,708.1,34,414,12.176470588235292,0.0,Sweden,3,Lost/Low-Value,1,0.5436679928805409
12486,432,1,971.28,1,1,3,113,5,1,971.28,365.25,971.28,49,523,10.673469387755102,0.0,Sweden,3,Lost/Low-Value,1,0.5895257573592358
12487,731,1,285.3,1,1,2,112,4,1,285.3,365.25,285.3,2,174,87.0,0.0,Sweden,3,Lost/Low-Value,1,0.7083846362669719
12488,10,3,1298.66,5,3,4,534,12,65,432.8866666666667,16.857692307692307,1298.66,46,529,9.61818181818182,0.3818181818181818,France,2,Loyal Customers,0,0.32683592102204684
12489,336,1,334.93,2,1,2,212,5,1,334.93,365.25,334.93,15,105,7.0,0.0,France,3,Lost/Low-Value,1,0.767786539718746
12490,5,21,9782.24,5,5,5,555,15,733,465.8209523809524,10.46418826739427,9782.24,195,5866,12.696969696969695,0.1969696969696969,France,0,Champions,0,0.003872048119606598
12491,39,1,460.4,4,1,2,412,7,1,460.4,365.25,460.4,25,260,10.0,0.0,France,1,At Risk,0,0.46673432199931625
12492,63,3,715.21,3,3,3,333,9,340,238.4033333333333,3.222794117647059,715.21,38,444,10.571428571428571,0.0,Germany,2,Loyal Customers,0,0.351421329302339
12493,166,2,433.74,3,2,2,322,7,31,216.87,23.564516129032256,433.74,20,207,9.409090909090908,0.0,France,1,At Risk,0,0.5636425790608175
12494,16,9,1872.87,5,5,4,554,14,560,208.0966666666667,5.870089285714286,1872.87,83,988,8.9009009009009,0.2342342342342342,France,2,Loyal Customers,0,0.012104392710496433
12495,641,1,313.4,1,1,2,112,4,1,313.4,365.25,313.4,17,130,7.647058823529412,0.0,Sweden,3,Lost/Low-Value,1,0.7212682695238452
12496,620,2,54.09,1,2,1,121,4,1,27.045,730.5,54.09,10,33,2.5384615384615383,0.0,Spain,3,Lost/Low-Value,1,0.8328437608870374
12497,82,3,5839.62,3,3,5,335,11,563,1946.54,1.9462699822380105,5839.62,41,5117,89.7719298245614,0.0,Germany,2,Loyal Customers,0,0.02754689358466682
12498,21,3,403.7000000000001,4,3,2,432,9,36,134.5666666666667,30.4375,403.7000000000001,21,159,6.913043478260869,0.0,Germany,1,At Risk,0,0.540715592612398
12499,560,1,393.72,1,1,2,112,4,1,393.72,365.25,393.72,27,302,11.185185185185183,0.0,Germany,3,Lost/Low-Value,1,0.52837255375055
12500,23,19,5857.98,4,5,5,455,14,650,308.3147368421052,10.676538461538462,5857.98,88,3289,22.52739726027397,0.0616438356164383,Germany,0,Champions,0,0.003457897519362315
12501,337,1,2169.39,2,1,4,214,7,1,2169.39,365.25,2169.39,149,1783,11.966442953020136,0.0,Germany,3,Lost/Low-Value,1,0.5939346452609859
12502,96,5,3462.92,3,4,5,345,12,214,692.5840000000001,8.533878504672899,3462.9200000000005,102,820,5.578231292517007,0.0,Spain,2,Loyal Customers,0,0.4858437123537102
12503,584,1,338.0,1,1,2,112,4,1,338.0,365.25,338.0,2,201,100.5,0.0,Spain,3,Lost/Low-Value,1,0.6828247446193554
12504,18,4,779.05,5,3,3,533,11,578,194.7625,2.527681660899654,779.05,11,458,22.9,0.0,Germany,2,Loyal Customers,0,0.06235039560282703
12505,409,1,895.2,2,1,3,213,6,1,895.2,365.25,895.1999999999999,42,324,7.714285714285714,0.0,Italy,3,Lost/Low-Value,1,0.5805990926721646
12506,233,1,73.5,2,1,1,211,4,1,73.5,365.25,73.5,23,23,1.0,0.0,France,1,At Risk,1,0.8835957725552435
12507,134,4,1724.06,3,3,4,334,10,450,431.015,3.2466666666666666,1724.0600000000002,46,1256,25.632653061224488,0.0,Spain,2,Loyal Customers,0,0.25494181760360224
12508,26,2,398.27,4,2,2,422,8,2,199.135,365.25,398.27,57,272,3.942028985507247,0.2463768115942029,France,1,At Risk,0,0.4883407344764327
12509,284,1,176.5,2,1,1,211,4,1,176.5,365.25,176.5,7,55,7.857142857142857,0.0,France,1,At Risk,1,0.6830566037883795
12510,143,9,3580.71,3,5,5,355,13,592,397.8566666666667,5.552787162162162,3580.7100000000005,94,2049,14.13103448275862,0.0,Spain,2,Loyal Customers,0,0.009257209699548057
12511,429,1,3083.75,1,1,5,115,7,1,3083.75,365.25,3083.75,190,1753,9.226315789473684,0.0,Greece,3,Lost/Low-Value,1,0.4949509048459814
